29.2450156994164	0
30.28995869681239	1
31.343752052634954	2
32.386139035224915	3
45.41701404377818	4
46.42151482403278	5
47.42507264018059	6
48.41668577864766	7
53.453081753104925	8
54.446843918412924	9
55.45075284317136	10
56.44312594085932	11
57.461218908429146	12
58.45522088930011	13
59.45866694673896	14
60.45063305646181	15
81.47250581532717	16
82.46587868779898	17
83.46902765333652	18
84.46058677509427	19
93.48017675802112	20
94.4728646427393	21
95.47614399343729	22
96.46779485046864	23
105.48736667260528	24
106.47986875846982	25
107.48318582773209	26
108.47474401816726	27
117.5002777017653	28
118.49361378699541	29
119.49685588479042	30
120.48845179378986	31
129.5104487799108	32
130.50495088100433	33
131.50821160525084	34
132.4997148476541	35
141.5194347500801	36
142.51177106052637	37
143.51495681330562	38
144.50657088309526	39
153.52605003863573	40
154.5187938027084	41
155.5220726877451	42
156.51359362527728	43
165.5332399532199	44
166.5258537977934	45
167.52916993573308	46
168.52076491340995	47
177.5457439944148	48
178.54404170066118	49
179.54780301079154	50
180.54010160267353	51
189.5839679054916	52
190.58504374697804	53
191.59032264724374	54
192.58295465260744	55
193.60941788181663	56
194.65237902477384	57
195.65937994048	58
196.65088271722198	59
213.67495087906718	60
214.66924995183945	61
215.67247388884425	62
216.66410565376282	63
225.83921905606985	64
226.83444386348128	65
227.8376487083733	66
228.82918873801827	67
237.8511307761073	68
238.8437446206808	69
239.8470239713788	70
240.83863804116845	71
249.8614308424294	72
250.85413781926036	73
251.85734266415238	74
260.86547086015344	75
261.87062077224255	76
262.861882802099	77
263.8650699518621	78
272.8730128146708	79
273.87812500819564	80
274.8696836642921	81
275.8729076012969	82
284.88057292997837	83
285.8848706819117	84
286.87609592452645	85
287.87931986153126	86
296.8867626041174	87
297.891522757709	88
298.8772299140692	89
299.880416598171	90
308.8823049329221	91
309.88708371296525	92
310.8782540075481	93
311.8814406916499	94
318.919746670872	95
319.933766964823	96
320.96022879704833	97
321.9757848419249	98
325.8367129601538	99
